avgTricks,S_TotalPoints,W_TotalPoints,N_TotalPoints,E_TotalPoints,S_unprot,W_unprot,N_unprot,E_unprot,S_pos,W_pos,N_pos,E_pos,S_Len_Trump,W_Len_Trump,N_Len_Trump,E_Len_Trump,S_Ace_Rat,W_Ace_Rat,N_Ace_Rat,E_Ace_Rat,trump
6,2,2,1,1,J,,J,,TRUE,FALSE,FALSE,TRUE,2,1,4,6,0,0,0,0,H
10,1,2,2,1,,,JJ,,TRUE,TRUE,FALSE,FALSE,3,5,2,3,0,0,0,0,S
9,1,2,2,1,,,JJ,,TRUE,TRUE,FALSE,FALSE,3,5,2,3,0,0,0,0,S
9,1,2,1,1,J,,,,TRUE,FALSE,FALSE,TRUE,4,2,1,6,0,0,0,0,D
9,1,2,1,1,J,,,,TRUE,FALSE,FALSE,TRUE,4,2,1,6,0,0,0,0,D
10,2,3,0,1,,J,,J,TRUE,FALSE,FALSE,TRUE,2,5,4,2,1,0,0,0,C
10,2,1,0,2,,,J,J,TRUE,FALSE,TRUE,TRUE,2,2,2,7,0,0,0,0,S
7,1,0,3,2,,,,J,FALSE,TRUE,TRUE,TRUE,4,3,0,6,0,0,0,0,H
10,1,0,3,1,,,,J,FALSE,TRUE,TRUE,TRUE,2,5,6,0,0,0,0,0,S
6,2,0,1,3,Q,,J,,FALSE,FALSE,TRUE,TRUE,4,0,4,5,0,0,0,0,S
5,2,0,1,3,Q,,J,,FALSE,FALSE,TRUE,TRUE,4,0,4,5,0,0,0,0,S
8,2,1,1,2,,J,,,TRUE,FALSE,TRUE,TRUE,2,3,6,2,0,0,1,0,H
11,2,1,1,2,,J,,,TRUE,FALSE,TRUE,TRUE,2,3,6,2,0,0,1,0,H
8,1,3,1,0,,,,,TRUE,FALSE,FALSE,FALSE,6,2,4,1,0,0,0,0,D
10,1,3,1,0,,,,,TRUE,FALSE,FALSE,FALSE,1,6,3,3,0,0,0,0,H
11,0,2,1,3,,,J,,TRUE,FALSE,TRUE,FALSE,4,7,1,1,0,0,0,0,H
11,0,2,1,3,,,J,,TRUE,FALSE,TRUE,FALSE,4,7,1,1,0,0,0,0,H
11,1,1,3,1,,,,QJ,FALSE,TRUE,FALSE,FALSE,4,2,5,2,0,0,0,0,S
10,1,1,2,1,Q,,J,,FALSE,TRUE,FALSE,FALSE,4,3,4,2,0,0,0,0,H
8,2,1,2,1,,,J,,FALSE,TRUE,FALSE,TRUE,5,3,3,2,0,0,0,0,C
8,2,1,2,1,,,J,,FALSE,TRUE,FALSE,TRUE,4,4,3,2,0,0,0,0,S
8,2,1,1,2,J,,Q,,FALSE,FALSE,TRUE,TRUE,4,2,2,5,0,0,0,0,S
7,2,1,1,2,J,,Q,,FALSE,FALSE,TRUE,TRUE,4,2,2,5,0,0,0,0,S
6,1,2,1,1,,Q,,,TRUE,TRUE,FALSE,FALSE,2,5,4,2,0,0,0,0,S
6,1,2,1,1,,Q,,,TRUE,TRUE,FALSE,FALSE,4,2,2,5,0,0,0,0,C
6,1,1,3,1,,,,J,FALSE,TRUE,FALSE,FALSE,1,6,5,1,0,0,0,0,C
9,1,1,3,1,,,,J,FALSE,TRUE,FALSE,FALSE,3,2,5,3,0,0,0,0,D
9,2,1,1,2,,,J,,FALSE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,0,S
8,1,2,1,1,QJ,,,,TRUE,FALSE,TRUE,TRUE,3,5,2,3,0,0,0,0,H
9,0,1,3,2,,QJ,,,FALSE,TRUE,TRUE,FALSE,4,4,4,1,0,0,0,0,H
9,3,0,1,2,Q,,J,J,FALSE,FALSE,TRUE,TRUE,4,3,4,2,0,1,0,0,H
11,2,2,1,0,,J,,,TRUE,FALSE,FALSE,TRUE,4,3,5,1,0,0,1,0,S
10,2,2,1,0,,J,,,TRUE,FALSE,FALSE,TRUE,4,3,5,1,0,0,1,0,S
12,1,2,1,2,JQ,,,,TRUE,FALSE,TRUE,FALSE,3,3,0,7,0,0,0,0,H
8,2,2,1,1,J,,J,,TRUE,FALSE,FALSE,TRUE,2,4,3,4,0,1,0,0,S
10,2,1,2,0,Q,J,,,FALSE,TRUE,FALSE,TRUE,6,2,3,2,0,0,0,1,S
10,3,0,1,1,,J,J,,FALSE,TRUE,FALSE,TRUE,4,3,4,2,0,0,0,0,H
7,1,1,2,0,,,,J,TRUE,TRUE,FALSE,TRUE,3,6,1,3,0,0,0,1,S
10,2,1,1,0,Q,,J,,TRUE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,H
11,0,2,1,2,,K,JJ,,TRUE,FALSE,TRUE,FALSE,3,4,2,4,0,0,0,0,S
12,0,3,1,1,J,J,,,TRUE,FALSE,TRUE,FALSE,1,5,3,4,0,0,0,0,H
8,1,2,2,1,,,J,,TRUE,TRUE,FALSE,FALSE,6,4,2,1,0,0,0,0,H
10,3,1,1,0,,,J,,FALSE,FALSE,FALSE,TRUE,3,2,5,3,0,0,0,0,H
12,0,3,1,2,,,J,,TRUE,FALSE,TRUE,FALSE,2,3,3,5,1,0,0,0,H
12,2,0,3,0,Q,J,K,,FALSE,TRUE,FALSE,TRUE,3,2,5,3,0,0,0,1,D
10,1,2,1,1,,J,J,Q,TRUE,FALSE,TRUE,FALSE,3,4,2,4,0,0,0,0,S
12,1,2,0,2,,JJ,,,TRUE,FALSE,TRUE,FALSE,2,1,3,7,0,0,1,0,H
8,1,1,1,2,,J,J,J,FALSE,FALSE,TRUE,TRUE,3,2,6,2,0,0,0,0,D
6,0,1,2,2,,QJ,J,,FALSE,TRUE,TRUE,FALSE,2,3,4,4,1,0,0,0,H
11,2,2,1,1,,,,,TRUE,TRUE,FALSE,TRUE,5,1,6,1,0,0,0,1,D
10,1,1,1,2,J,,,,FALSE,FALSE,TRUE,TRUE,3,5,1,4,0,0,0,0,S
11,0,2,2,2,J,,,,TRUE,TRUE,TRUE,FALSE,3,4,1,5,1,1,0,0,C
9,1,2,1,1,J,,Q,JJ,TRUE,TRUE,FALSE,TRUE,5,3,4,1,0,0,1,0,S
12,0,3,1,1,QJ,,,,TRUE,FALSE,FALSE,FALSE,3,5,1,4,0,0,0,0,H
13,3,0,1,1,J,J,,J,FALSE,TRUE,FALSE,TRUE,4,2,6,1,0,0,0,0,H
10,3,0,1,2,,J,J,J,FALSE,FALSE,TRUE,TRUE,1,4,6,2,0,0,0,0,H
8,1,1,1,1,Q,,J,,FALSE,TRUE,FALSE,TRUE,2,5,3,3,0,0,0,0,H
9,1,1,2,1,J,,J,,FALSE,TRUE,FALSE,TRUE,3,5,1,4,0,0,0,0,S
8,2,1,1,2,,,,,TRUE,FALSE,TRUE,TRUE,4,3,1,5,0,0,0,0,S
10,2,0,2,2,J,J,J,Q,FALSE,TRUE,TRUE,TRUE,6,3,3,1,0,1,0,0,C
8,2,2,1,1,,,,,TRUE,FALSE,FALSE,TRUE,4,4,4,1,0,1,0,0,H
9,3,1,1,1,,Q,,QJ,FALSE,FALSE,TRUE,TRUE,6,2,2,3,0,0,1,0,D
10,2,1,1,2,Q,,,Q,FALSE,FALSE,TRUE,TRUE,2,5,0,6,0,0,0,0,H
10,0,2,2,1,J,,,JQ,TRUE,TRUE,TRUE,FALSE,2,4,3,4,0,0,0,0,S
10,0,2,2,1,J,,,JQ,TRUE,TRUE,TRUE,FALSE,2,4,3,4,0,0,0,0,S
10,1,1,1,2,JJ,,Q,,FALSE,TRUE,TRUE,TRUE,3,2,2,6,0,0,0,0,D
11,1,1,1,2,JJ,,Q,,FALSE,TRUE,TRUE,TRUE,3,2,2,6,0,0,0,0,D
9,0,1,3,1,J,,,J,FALSE,TRUE,TRUE,FALSE,2,5,2,4,0,0,0,0,S
9,0,1,3,1,J,,,J,FALSE,TRUE,TRUE,FALSE,2,5,2,4,0,0,0,0,S
8,2,2,1,1,,J,J,,TRUE,FALSE,FALSE,TRUE,2,7,3,1,0,0,0,0,S
7,2,2,1,1,,J,J,,TRUE,FALSE,FALSE,TRUE,3,1,2,7,0,0,0,0,H
12,0,2,1,2,Q,,,,TRUE,FALSE,TRUE,FALSE,3,4,1,5,0,0,0,0,C
8,0,2,1,2,Q,,,,TRUE,FALSE,TRUE,FALSE,2,1,8,2,0,0,0,0,H
10,1,1,1,2,,,,,TRUE,FALSE,TRUE,FALSE,1,3,4,5,0,0,1,1,H
12,0,3,0,2,,JJ,,,TRUE,FALSE,TRUE,FALSE,4,4,0,5,0,0,1,0,S
13,0,3,0,2,,JJ,,,TRUE,FALSE,TRUE,FALSE,4,4,0,5,0,0,1,0,S
8,2,0,2,3,,J,J,Q,FALSE,TRUE,TRUE,TRUE,0,5,6,2,0,0,0,0,H
10,2,0,2,3,,J,J,Q,FALSE,TRUE,TRUE,TRUE,5,3,3,2,0,0,0,0,C
9,1,1,2,1,J,Q,J,QJJ,TRUE,TRUE,FALSE,FALSE,5,3,1,4,0,1,0,0,D
10,3,2,1,1,QJ,,,,TRUE,FALSE,FALSE,TRUE,6,3,4,0,0,0,0,0,C
11,2,1,2,1,J,,,,FALSE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,H
12,2,1,2,0,J,Q,J,,TRUE,TRUE,FALSE,TRUE,6,2,4,1,0,0,0,0,C
9,2,1,0,2,,Q,JJ,,FALSE,FALSE,TRUE,TRUE,4,2,1,6,1,0,0,0,S
10,2,2,1,2,,Q,JJ,,FALSE,FALSE,TRUE,TRUE,1,5,4,3,1,0,0,0,D
8,1,1,1,1,QJ,,,,TRUE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
9,1,2,2,0,Q,J,J,J,TRUE,TRUE,FALSE,FALSE,6,1,3,3,0,0,0,0,C
9,1,2,2,0,Q,J,J,J,TRUE,TRUE,FALSE,FALSE,2,6,2,3,0,0,0,0,D
11,1,2,1,2,J,J,,,TRUE,FALSE,TRUE,FALSE,0,7,3,3,0,0,0,0,H
8,1,2,1,2,J,J,,,TRUE,FALSE,TRUE,FALSE,4,3,4,2,0,0,0,0,D
8,2,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,4,3,1,5,0,0,0,0,H
10,2,2,0,1,J,,,JQ,TRUE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,0,D
10,1,1,2,1,,J,,Q,TRUE,TRUE,FALSE,FALSE,2,2,7,2,1,0,0,0,H
11,1,1,2,1,,J,,Q,TRUE,TRUE,FALSE,FALSE,2,2,7,2,1,0,0,0,H
11,2,2,1,0,,,,,TRUE,FALSE,FALSE,TRUE,4,3,5,1,0,0,0,0,S
8,2,2,1,1,,,,,TRUE,FALSE,FALSE,TRUE,1,5,4,3,0,0,0,0,H
9,1,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,1,5,3,4,0,1,1,0,S
6,2,2,1,1,J,,J,,TRUE,FALSE,FALSE,TRUE,3,5,3,2,0,0,0,0,S
9,1,2,2,1,,,JJ,,TRUE,TRUE,FALSE,FALSE,4,1,4,4,0,0,0,0,H
10,1,2,1,1,J,,,,TRUE,FALSE,FALSE,TRUE,4,2,1,6,0,0,0,0,D
9,2,1,0,2,,,J,J,TRUE,FALSE,TRUE,TRUE,2,2,2,7,0,0,0,0,S
11,2,1,1,3,Q,,J,,FALSE,FALSE,TRUE,TRUE,2,5,3,3,0,0,0,0,C
11,2,1,1,2,,J,,,TRUE,FALSE,TRUE,TRUE,2,3,6,2,0,0,1,0,H
9,1,0,2,2,,,J,J,FALSE,TRUE,TRUE,FALSE,2,1,2,8,0,0,0,0,H
10,1,3,1,0,,,,,TRUE,FALSE,FALSE,FALSE,1,6,3,3,0,0,0,0,H
11,0,2,1,3,,,J,,TRUE,FALSE,TRUE,FALSE,4,7,1,1,0,0,0,0,H
8,2,1,2,1,,,J,,FALSE,TRUE,FALSE,TRUE,5,3,3,2,0,0,0,0,C
6,2,1,1,2,J,,Q,,FALSE,FALSE,TRUE,TRUE,4,2,2,5,0,0,0,0,S
8,1,2,1,1,,Q,,,TRUE,TRUE,FALSE,FALSE,3,4,4,2,0,0,0,0,H
5,1,1,2,1,,,,J,FALSE,TRUE,FALSE,FALSE,5,3,1,4,0,0,0,0,S
9,2,1,1,2,,,J,,FALSE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,0,S
8,1,2,1,1,QJ,,,,TRUE,FALSE,TRUE,TRUE,4,2,4,3,0,0,0,0,C
4,0,1,3,2,,QJ,,,FALSE,TRUE,TRUE,FALSE,1,2,5,5,0,0,0,0,S
10,2,2,1,0,,J,,,TRUE,FALSE,FALSE,TRUE,4,3,5,1,0,0,1,0,S
12,1,2,1,2,JQ,,,,TRUE,FALSE,TRUE,FALSE,3,3,0,7,0,0,0,0,H
